Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
21,4.2,Meal ,motorcycle ,34,17.137660049009412
24,4.6,Drinks ,scooter ,12,16.819978764117742
21,4.9,Drinks ,scooter ,27,4.610285665817257
23,4.7,Snack ,motorcycle ,36,20.068684908541563
21,4.0,Buffet ,motorcycle ,21,2.9962476560995177
35,4.8,Snack ,motorcycle ,28,13.680987399549041
31,4.3,Drinks ,motorcycle ,41,9.3149205313208
29,4.6,Buffet ,electric_scooter ,21,10.445203993795985
36,4.9,Meal ,scooter ,30,20.252967850092986
24,4.9,Snack ,motorcycle ,15,7.772252870864324
23,4.9,Meal ,motorcycle ,37,12.463937408896818
39,4.8,Drinks ,scooter ,36,5017.947745872181
33,4.0,Drinks ,scooter ,35,3.105076185435365
36,4.9,Buffet ,motorcycle ,27,11.904780345223863
22,4.7,Drinks ,motorcycle ,16,9.3483259365868
33,3.7,Meal ,scooter ,32,10.602450943105586
28,4.5,Buffet ,motorcycle ,18,14.021848812040606
33,4.9,Drinks ,electric_scooter ,19,2.9846372705956528
34,4.6,Snack ,motorcycle ,20,3.06442709312209
21,4.9,Buffet ,motorcycle ,28,4.658009301215061
22,4.6,Snack ,scooter ,13,5.875003005529001
32,3.8,Buffet ,scooter ,33,19.91724841562151
25,4.8,Drinks ,motorcycle ,22,13.681590427289763
32,4.8,Buffet ,motorcycle ,47,16.903142341358105
39,4.5,Meal ,motorcycle ,35,11.917680463943292
22,4.7,Drinks ,scooter ,35,10.756990051168065
37,4.3,Drinks ,scooter ,38,16.60817542328649
26,4.1,Drinks ,motorcycle ,18,1.5545440191877906
33,4.7,Drinks ,motorcycle ,38,10.923267458007562
20,4.9,Snack ,motorcycle ,10,19.976746466904732
24,4.9,Snack ,motorcycle ,35,12.257021345642608
36,4.9,Drinks ,motorcycle ,27,1.5544658126437385
30,4.8,Snack ,motorcycle ,33,9.326725259084602
34,4.8,Meal ,scooter ,25,20.851544689673467
38,4.6,Snack ,scooter ,24,12.256321133214229
23,4.6,Buffet ,electric_scooter ,30,12.161131350457417
33,4.9,Meal ,scooter ,18,7.562414629066464
25,4.6,Meal ,motorcycle ,10,6.290134677517525
22,4.9,Drinks ,scooter ,22,3.040688634756916
34,4.5,Snack ,scooter ,23,3.116172920951757
27,4.8,Buffet ,motorcycle ,16,1.5203447230031488
23,4.1,Snack ,motorcycle ,34,4.470286488990575
29,4.6,Buffet ,scooter ,10,7.56375900223187
20,4.7,Snack ,motorcycle ,25,7.601616770989604
29,4.6,Drinks ,scooter ,18,12.16141716221299
22,4.8,Snack ,scooter ,22,16.659979128753193
29,4.6,Drinks ,scooter ,33,14.021848812040606
29,4.6,Buffet ,scooter ,24,1.5094394255881682
36,4.8,Snack ,scooter ,16,8.937806253334777
28,4.9,Buffet ,scooter ,28,16.659903789497626
31,5.0,Buffet ,motorcycle ,26,1.520431919457448
33,4.6,Drinks ,motorcycle ,36,16.830914549975525
20,4.9,Drinks ,motorcycle ,11,6.232177403494389
32,4.8,Buffet ,motorcycle ,22,7.546781220269444
36,4.9,Meal ,motorcycle ,39,4.610598033861446
27,4.9,Meal ,scooter ,24,10.427668815378745
35,4.2,Buffet ,motorcycle ,39,4.674266565414237
30,4.0,Buffet ,motorcycle ,32,7.44893737981069
35,4.6,Buffet ,scooter ,19,7.6607488377387085
33,4.6,Meal ,motorcycle ,47,7.448318246646345
30,4.9,Drinks ,motorcycle ,34,4.657619912583141
22,4.7,Snack ,scooter ,18,3.040863590851531
30,3.7,Snack ,scooter ,33,13.830282747919053
25,4.6,Snack ,motorcycle ,16,7.567357145525623
26,4.7,Snack ,motorcycle ,23,12.293677673673026
36,3.5,Drinks ,scooter ,34,10.868212516909349
36,4.6,Buffet ,motorcycle ,22,12.256046316036096
26,3.1,Snack ,motorcycle ,44,12.435183278471785
35,4.7,Snack ,scooter ,25,11.007734763484695
34,4.0,Snack ,scooter ,31,6.037116126989534
23,5.0,Buffet ,electric_scooter ,12,10.602582382752889
35,4.7,Meal ,motorcycle ,32,7.56375900223187
20,4.9,Drinks ,motorcycle ,22,19.91468854185064
33,4.8,Snack ,electric_scooter ,16,1.5126859723416402
25,4.6,Meal ,motorcycle ,25,10.641051310090049
28,4.6,Snack ,scooter ,19,9.220834607405523
38,3.8,Drinks ,scooter ,44,11.917779612871835
32,4.9,Meal ,motorcycle ,34,6.081091814002105
36,3.8,Drinks ,motorcycle ,38,16.153452506201212
23,4.3,Snack ,motorcycle ,34,10.724517747527821
27,4.9,Drinks ,motorcycle ,26,20.178916924642984
32,3.7,Meal ,motorcycle ,33,17.13752759388598
26,4.5,Buffet ,motorcycle ,16,3.0190991964802487
22,5.0,Meal ,motorcycle ,29,12.580267821997444
26,4.4,Buffet ,motorcycle ,38,17.074116110125047
33,5.0,Meal ,scooter ,16,3.040541509779483
23,4.5,Drinks ,scooter ,13,13.829019124507385
31,4.9,Buffet ,motorcycle ,18,5.951998477936147
33,4.6,Drinks ,scooter ,15,8.929161574855748
35,4.7,Meal ,motorcycle ,45,12.292599798169208
22,4.7,Snack ,motorcycle ,28,4.540565974815618
28,4.9,Meal ,scooter ,14,3.1044353980350197
21,4.8,Meal ,scooter ,10,9.3483259365868
37,4.7,Meal ,scooter ,15,3.116455384277881
24,4.9,Drinks ,motorcycle ,42,13.611337814427229
30,4.2,Drinks ,scooter ,46,16.902806732553017
34,4.6,Drinks ,electric_scooter ,27,4.587761378416491
27,4.6,Meal ,motorcycle ,16,9.122105539321025
35,4.0,Drinks ,motorcycle ,44,13.830206237618128
32,4.8,Snack ,motorcycle ,19,3.018911482249934
20,4.7,Drinks ,scooter ,26,9.348403522152072
23,4.7,Buffet ,motorcycle ,15,3.0408940859122913
34,4.9,Buffet ,electric_scooter ,44,12.294124530664229
23,5.0,Meal ,scooter ,39,16.820660300172367
38,4.7,Snack ,electric_scooter ,21,1.5125847679114428
26,4.0,Drinks ,motorcycle ,23,1.558240627082437
26,4.6,Buffet ,motorcycle ,16,6.232373004842509
20,4.7,Snack ,motorcycle ,23,3.1450674360287563
22,4.7,Meal ,motorcycle ,23,9.31486268721368
32,4.6,Drinks ,motorcycle ,28,7.448970151370519
30,4.9,Buffet ,motorcycle ,29,4.657153005973025
20,4.6,Drinks ,motorcycle ,15,16.82215560890587
30,4.5,Drinks ,motorcycle ,15,9.435201537090277
25,4.8,Drinks ,scooter ,16,10.594842178627715
39,5.0,Drinks ,motorcycle ,33,1.5263928793391903
29,4.9,Drinks ,scooter ,10,4.674333015920286
39,4.7,Meal ,motorcycle ,40,10.564405614892573
33,4.7,Drinks ,scooter ,22,7.762600239937479
37,4.7,Snack ,scooter ,30,19.36320422212419
38,4.8,Meal ,scooter ,19,9.178605956930875
26,4.8,Meal ,electric_scooter ,11,6.054498753641486
27,4.7,Snack ,motorcycle ,32,16.63487011829542
21,4.9,Snack ,scooter ,27,7.76254747441534
21,4.6,Drinks ,motorcycle ,11,13.83005348000122
29,4.6,Drinks ,scooter ,39,14.152800689540413
34,5.0,Buffet ,electric_scooter ,21,3.1450674360287563
21,4.1,Drinks ,motorcycle ,45,8.936297424687357
32,4.6,Drinks ,motorcycle ,28,7.86266816742606
20,5.0,Meal ,motorcycle ,17,1.536829312273025
29,4.6,Buffet ,motorcycle ,34,9.121796529129552
27,4.4,Snack ,motorcycle ,33,14.152800689540413
23,4.7,Drinks ,motorcycle ,15,13.583440059822648
29,4.8,Meal ,motorcycle ,34,10.586888296482442
24,4.0,Meal ,motorcycle ,39,12.098761964136928
23,4.9,Snack ,motorcycle ,37,20.18093693169729
33,4.6,Drinks ,motorcycle ,17,9.327285157807166
31,4.6,Meal ,scooter ,22,10.906039889046763
32,4.8,Buffet ,scooter ,21,4.537601589056553
26,4.1,Drinks ,motorcycle ,24,1.5725337268149235
39,5.0,Snack ,scooter ,25,12.253528674312486
23,4.9,Snack ,scooter ,16,10.866360907286527
37,5.0,Buffet ,motorcycle ,28,19.61592696449845
37,4.9,Meal ,electric_scooter ,22,1.5321547981418226
26,4.8,Meal ,motorcycle ,22,4.610598033861446
15,1.0,Snack ,electric_scooter ,19,1.489842307846699
28,4.3,Meal ,electric_scooter ,36,13.620519776735158
29,4.4,Meal ,motorcycle ,23,9.177683834259978
33,4.0,Drinks ,motorcycle ,42,13.830329613014479
29,4.6,Buffet ,motorcycle ,46,9.435201537090277
24,4.7,Buffet ,motorcycle ,17,12.419848148200396
28,4.9,Drinks ,scooter ,24,13.788480752556314
22,4.8,Drinks ,motorcycle ,23,6.218030983834399
35,4.9,Buffet ,scooter ,29,3.105076185435365
36,4.5,Snack ,scooter ,21,4.658182487603051
23,4.5,Snack ,motorcycle ,15,4.717601091891188
38,4.7,Snack ,scooter ,37,11.917101549605746
35,4.9,Meal ,motorcycle ,38,11.007734763484695
34,4.3,Snack ,motorcycle ,40,10.906379593533508
28,4.7,Drinks ,motorcycle ,23,10.587815903596116
35,3.8,Meal ,motorcycle ,35,17.29786575292793
28,4.7,Snack ,motorcycle ,22,7.790336733616446
50,6.0,Drinks ,scooter ,28,7.86266816742606
38,4.8,Snack ,electric_scooter ,16,9.056672984901699
21,4.6,Meal ,motorcycle ,10,3.105114163923139
39,4.9,Buffet ,motorcycle ,26,7.86266816742606
32,4.9,Buffet ,motorcycle ,48,4.464766879186117
29,4.6,Meal ,electric_scooter ,28,16421.727718703467
20,4.6,Drinks ,motorcycle ,22,19.688565914984633
20,4.5,Meal ,motorcycle ,20,3.064009455484468
22,4.6,Buffet ,motorcycle ,12,10.427299401116029
31,5.0,Meal ,scooter ,25,10.868240116738207
32,4.9,Meal ,scooter ,39,13.680987399549041
25,5.0,Snack ,motorcycle ,19,16.659979128753193
35,4.6,Meal ,motorcycle ,21,9.219783817873461
35,4.4,Meal ,motorcycle ,44,10.90632461534921
38,4.8,Snack ,scooter ,19,7.762556904465335
27,4.7,Buffet ,motorcycle ,29,10.756383852821699
20,4.7,Drinks ,motorcycle ,25,12.257619700977669
24,4.7,Meal ,motorcycle ,36,19.363385329843666
35,4.9,Snack ,motorcycle ,36,13.990019508254212
21,4.8,Meal ,motorcycle ,26,7.761780025927878
29,4.6,Snack ,motorcycle ,31,4.494257828594101
22,4.8,Drinks ,scooter ,16,7.7902370530946605
33,4.9,Snack ,motorcycle ,16,4.674172123416107
22,5.0,Snack ,motorcycle ,16,12.160999124147043
28,4.9,Drinks ,scooter ,15,7.790156595549083
21,5.0,Meal ,motorcycle ,34,14.152800689540413
33,3.8,Buffet ,scooter ,39,10.588906536835955
23,4.6,Buffet ,motorcycle ,17,16.63859018344303
25,4.5,Buffet ,motorcycle ,16,1.520431919457448
28,4.8,Drinks ,scooter ,13,20.205786629121544
32,4.6,Snack ,scooter ,15,4.476739559577772
38,4.5,Buffet ,motorcycle ,27,2.9303450915220335
29,4.6,Meal ,motorcycle ,25,16.853347148168254
20,4.7,Meal ,scooter ,12,6.04007747822071
27,4.3,Meal ,motorcycle ,31,6.23218061179474
21,4.9,Snack ,motorcycle ,16,4.717601091891188
29,4.7,Drinks ,motorcycle ,33,20.254010036352938
35,4.0,Meal ,motorcycle ,31,1.5581193599689172
22,4.9,Snack ,scooter ,26,6.03755793870589
30,4.7,Snack ,motorcycle ,23,4.53046239509388
39,4.6,Buffet ,scooter ,22,1.558099461670861
22,4.3,Snack ,motorcycle ,18,7.546264814832446
27,4.9,Drinks ,electric_scooter ,28,7.762500242138944
26,4.8,Snack ,motorcycle ,44,11.719801270682188
26,4.8,Drinks ,motorcycle ,39,10.564987742517031
31,4.7,Drinks ,electric_scooter ,27,13.989532967345793
30,4.6,Drinks ,motorcycle ,17,16.38580226679637
31,4.0,Drinks ,motorcycle ,38,1.468800159852214
35,4.7,Drinks ,electric_scooter ,20,1.5094795226301763
29,4.6,Drinks ,motorcycle ,38,10.586541003897874
39,4.9,Meal ,scooter ,29,1.5147927347485626
27,5.0,Snack ,motorcycle ,34,12.293611218546031
32,4.7,Drinks ,scooter ,16,1.4688468548631881
29,4.6,Buffet ,motorcycle ,20,7.5734701251534435
25,4.2,Buffet ,motorcycle ,51,6.049834151119932
30,4.6,Drinks ,scooter ,26,16.659440578995092
21,4.8,Drinks ,motorcycle ,21,12.107955561720374
39,4.9,Meal ,scooter ,38,17.29786575292793
27,4.6,Buffet ,motorcycle ,18,1.4899109734519111
21,4.7,Buffet ,motorcycle ,28,13.61245154122431
31,4.8,Drinks ,motorcycle ,32,6.129183923478413
27,4.8,Drinks ,motorcycle ,28,4.560928430389765
37,4.8,Snack ,scooter ,25,7.562980271824754
34,4.8,Drinks ,scooter ,31,7.659687719269464
21,4.7,Meal ,motorcycle ,20,11.007734763484695
29,4.6,Snack ,motorcycle ,26,2911.5016622084336
20,4.9,Buffet ,motorcycle ,22,13.98958472446292
24,4.9,Snack ,motorcycle ,18,6.058874461333648
39,4.8,Meal ,motorcycle ,22,3.058950642065173
38,4.9,Drinks ,motorcycle ,27,4.681899308655386
23,4.9,Meal ,motorcycle ,29,12.417687564302762
36,4.6,Meal ,motorcycle ,48,6.05868073148585
34,3.8,Buffet ,motorcycle ,37,10.710903359703872
36,4.8,Buffet ,motorcycle ,26,6.037440799559519
25,4.4,Meal ,motorcycle ,39,12.20971786920694
28,4.8,Meal ,motorcycle ,12,12.100062421112627
34,4.9,Buffet ,motorcycle ,19,3.059460076480099
30,4.2,Drinks ,scooter ,32,9.121136119007355
20,4.6,Meal ,motorcycle ,27,12.161009702838383
21,4.7,Buffet ,scooter ,19,12.417687564302762
34,4.9,Buffet ,motorcycle ,26,7.652510173830987
39,4.8,Drinks ,motorcycle ,37,20.254010036352938
24,4.1,Snack ,scooter ,31,16.63562921856997
29,5.0,Drinks ,motorcycle ,22,3.105369890191069
26,4.7,Meal ,scooter ,12,6.081190890766407
26,4.8,Snack ,scooter ,23,9.435201537090277
34,4.6,Snack ,electric_scooter ,30,19.975152579776076
28,4.6,Meal ,scooter ,22,11.917128700178935
34,4.7,Buffet ,scooter ,19,9.07552130670033
38,4.2,Meal ,scooter ,31,9.348433430142977
21,4.5,Buffet ,scooter ,17,4.674143698854785
21,4.5,Drinks ,scooter ,15,10.924100022191194
29,4.6,Drinks ,motorcycle ,22,3.027100133223298
26,4.6,Snack ,motorcycle ,39,1.5094383150004806
30,4.6,Snack ,motorcycle ,33,12.256834609915531
31,4.8,Meal ,motorcycle ,47,20.85227088043068
26,4.7,Drinks ,motorcycle ,11,4.56097502290652
32,4.3,Buffet ,motorcycle ,42,16.60096646626182
26,4.8,Buffet ,scooter ,26,10.279157046191777
22,4.7,Snack ,motorcycle ,17,1.55270011179015
29,4.6,Buffet ,scooter ,14,20.17810087300177
25,4.9,Drinks ,electric_scooter ,16,6.058874461333648
26,4.7,Buffet ,motorcycle ,26,7.790362125420462
26,4.7,Meal ,scooter ,16,1.5292976935434421
29,4.6,Buffet ,scooter ,21,6.0362441968142395
20,4.9,Drinks ,scooter ,16,2.979626520040568
22,4.9,Meal ,scooter ,21,2.9961602604105457
39,4.9,Buffet ,motorcycle ,28,6.1220947998265185
39,4.2,Drinks ,motorcycle ,32,1.489842307846699
35,4.4,Meal ,motorcycle ,24,3.1048037118295744
22,5.0,Meal ,electric_scooter ,23,10.757204708018396
33,4.7,Buffet ,scooter ,26,9.178138374826863
22,4.7,Snack ,scooter ,29,9.05609596283229
35,4.4,Snack ,motorcycle ,29,3.116148932644314
35,4.1,Snack ,motorcycle ,29,1.5093764432278403
27,4.9,Drinks ,scooter ,11,6.147076221351196
24,4.6,Snack ,scooter ,21,6.147106623224366
33,4.7,Drinks ,motorcycle ,46,6.128874096604021
22,4.7,Snack ,motorcycle ,28,19.761711761496443
25,4.8,Buffet ,motorcycle ,24,12.293207925937727
20,4.6,Buffet ,motorcycle ,18,5.962202686054506
24,4.7,Snack ,scooter ,32,17.29786575292793
30,4.8,Drinks ,motorcycle ,43,20.067971195687562
24,4.8,Buffet ,motorcycle ,28,16.64730692017011
22,4.7,Snack ,motorcycle ,19,1.489845883061144
28,4.7,Buffet ,motorcycle ,19,9.122105539321025
32,4.9,Drinks ,motorcycle ,38,9.22037306742154
20,4.8,Buffet ,scooter ,17,10.587588203134914
21,4.5,Meal ,scooter ,11,7.562501497799531
21,5.0,Buffet ,scooter ,11,3.073618469059198
29,4.6,Drinks ,motorcycle ,23,7.5468171795264505
27,4.7,Meal ,scooter ,25,12.116950608801538
20,4.8,Meal ,motorcycle ,15,12.11694692098805
32,4.8,Buffet ,electric_scooter ,19,1.5126859723416402
25,4.6,Buffet ,motorcycle ,12,4.6637727624128456
23,4.7,Meal ,electric_scooter ,16,16.63687503880199
38,4.8,Drinks ,scooter ,27,1.5544994867570232
31,4.9,Snack ,scooter ,10,9.31404419332287
31,3.7,Snack ,scooter ,39,12.098699935991636
37,5.0,Meal ,scooter ,19,7.761422437863027
22,4.6,Drinks ,motorcycle ,15,4.537601589056553
26,4.7,Snack ,motorcycle ,24,7.6013044569039305
29,4.6,Meal ,motorcycle ,31,4.6579528544774735
28,4.8,Snack ,electric_scooter ,23,9.348134176725155
20,4.2,Snack ,motorcycle ,38,10.586541003897874
34,3.9,Drinks ,scooter ,31,16.72238039072603
21,4.9,Meal ,scooter ,19,1.5545771234489738
36,4.8,Meal ,motorcycle ,46,13.481226399977512
36,4.9,Buffet ,motorcycle ,27,19.974568469413615
29,4.8,Snack ,scooter ,15,12.080074675504864
20,4.8,Meal ,motorcycle ,21,11.718719558088798
24,4.6,Drinks ,motorcycle ,38,11.007734763484695
26,4.7,Drinks ,motorcycle ,24,4.537843334377978
20,4.9,Buffet ,electric_scooter ,12,7.646414102841871
22,4.9,Meal ,motorcycle ,24,6.210618492992317
32,4.9,Buffet ,scooter ,17,3.1162127424648336
21,4.7,Meal ,motorcycle ,10,4.6820739800091005
37,4.8,Buffet ,motorcycle ,28,6.290134677517525
33,4.8,Buffet ,motorcycle ,23,1.489789764513519
28,4.7,Buffet ,motorcycle ,28,14.152800689540413
23,4.8,Buffet ,motorcycle ,11,8.929061179079618
25,4.9,Buffet ,motorcycle ,12,1.554506377452866
39,4.6,Snack ,motorcycle ,17,19.760907746740646
36,4.0,Snack ,motorcycle ,39,12.42124244275907
28,4.6,Meal ,scooter ,18,13.83005348000122
29,4.6,Drinks ,motorcycle ,23,1.5725337268149235
36,4.8,Drinks ,motorcycle ,47,7.601614738224882
31,4.0,Meal ,scooter ,33,7.790156595549083
22,4.9,Drinks ,scooter ,16,3.0644871051780633
36,4.6,Drinks ,motorcycle ,21,19.36282544640368
32,5.0,Meal ,scooter ,19,3.0644871051780633
21,4.6,Buffet ,motorcycle ,29,7.79012265039278
24,4.1,Drinks ,motorcycle ,35,4.657672651012278
20,5.0,Snack ,motorcycle ,30,3.1047823600047844
38,4.5,Buffet ,motorcycle ,28,9.180904864024484
39,5.0,Drinks ,motorcycle ,49,6.210069011377822
25,4.8,Buffet ,scooter ,20,4.537843334377978
22,4.6,Meal ,scooter ,30,10.880650831145878
20,4.7,Buffet ,motorcycle ,38,10.906036621886983
24,4.5,Drinks ,scooter ,12,4.656811824103536
25,4.8,Snack ,motorcycle ,15,1.5524148940014801
35,4.5,Buffet ,scooter ,28,7.546680469425845
23,4.6,Snack ,scooter ,13,1.5094795226301763
37,4.0,Meal ,motorcycle ,35,16.636516954419424
29,4.6,Buffet ,scooter ,26,1.5522933459562307
35,4.1,Snack ,motorcycle ,30,3.116127221823214
36,4.9,Snack ,motorcycle ,20,3.104571865911987
29,4.6,Snack ,scooter ,14,20.4429297624716
23,4.8,Buffet ,motorcycle ,15,1.5523457360695798
21,4.5,Buffet ,motorcycle ,13,4.405737948620207
29,4.7,Snack ,motorcycle ,26,4.674318853799868
29,4.8,Buffet ,motorcycle ,20,10.425475100376449
25,4.5,Meal ,motorcycle ,10,3.040554821880963
26,4.9,Meal ,scooter ,23,16.3859806352546
30,4.5,Drinks ,scooter ,20,10.427215010234788
34,4.5,Buffet ,motorcycle ,17,3.04069785289548
33,4.7,Meal ,motorcycle ,35,10.425475100376449
26,5.0,Snack ,scooter ,24,12.103166362971137
33,4.6,Buffet ,motorcycle ,24,4.596738270098565
35,4.9,Buffet ,electric_scooter ,42,12.16201226110637
35,4.0,Buffet ,electric_scooter ,42,12.293611218546031
38,4.8,Snack ,motorcycle ,26,2.937062745812506
25,4.8,Buffet ,motorcycle ,16,2.976622975262554
35,4.8,Buffet ,electric_scooter ,21,12.236790662716539
33,4.9,Drinks ,scooter ,20,9.121491544261193
26,4.5,Meal ,motorcycle ,25,7.56375900223187
32,4.7,Meal ,motorcycle ,30,4.595950274763258
22,4.6,Drinks ,motorcycle ,22,12.421407858528651
24,4.7,Snack ,scooter ,14,7.86266816742606
30,4.7,Snack ,scooter ,15,6.209449516511477
29,4.9,Drinks ,motorcycle ,21,4.658001279175588
22,4.7,Drinks ,motorcycle ,30,13.973037056864461
34,3.8,Meal ,motorcycle ,36,19.36282544640368
23,4.8,Buffet ,motorcycle ,25,7.562817689869441
37,4.7,Drinks ,motorcycle ,20,13.786698988585348
27,4.7,Snack ,scooter ,16,16.64730692017011
31,4.1,Snack ,scooter ,33,6.209485214122532
29,4.6,Snack ,scooter ,16,6.128501213948411
30,4.7,Meal ,motorcycle ,30,6.037225391650279
29,5.0,Drinks ,motorcycle ,11,4.657133019732787
39,5.0,Snack ,motorcycle ,25,6.2100304768992665
35,4.7,Buffet ,motorcycle ,30,3.0597099627495252
29,4.6,Drinks ,motorcycle ,21,5.958965689317968
21,4.6,Drinks ,scooter ,15,4.717601091891188
39,4.5,Drinks ,motorcycle ,20,2.9795274705000714
20,5.0,Drinks ,scooter ,11,1.5580772551015614
37,4.6,Drinks ,motorcycle ,26,4.561223681186038
27,4.6,Snack ,motorcycle ,24,13.583302501364784
26,4.6,Drinks ,scooter ,28,6.105261701068883
37,4.6,Buffet ,scooter ,41,16.901690663513595
28,5.0,Drinks ,scooter ,29,1.5581193599689172
21,4.6,Drinks ,scooter ,15,1.5525722992517033
24,4.6,Meal ,scooter ,34,13.583440059822648
37,4.9,Buffet ,scooter ,20,11.007734763484695
37,4.7,Meal ,scooter ,22,3.1051314789639592
39,5.0,Drinks ,motorcycle ,46,20.851544689673467
29,4.0,Snack ,scooter ,40,16.38580226679637
32,4.8,Drinks ,motorcycle ,35,10.866202681256013
29,4.6,Meal ,motorcycle ,38,12.419803336882186
38,4.8,Snack ,motorcycle ,37,19.673422871265903
32,4.4,Snack ,motorcycle ,31,9.314965469384537
38,4.9,Meal ,motorcycle ,28,1.4897806688327058
21,4.9,Meal ,scooter ,26,9.178605956930875
27,4.4,Meal ,motorcycle ,40,6.209532713855932
31,4.7,Buffet ,motorcycle ,16,7.77225332078954
37,4.2,Meal ,motorcycle ,42,7.790109178958998
34,4.8,Buffet ,motorcycle ,41,16.852572769174134
21,4.7,Buffet ,scooter ,18,4.657987774603981
35,4.9,Meal ,motorcycle ,16,6.232373004842509
27,4.5,Snack ,motorcycle ,44,12.292599798169208
23,4.7,Meal ,scooter ,25,10.868244074432816
39,4.2,Snack ,motorcycle ,45,13.97317756175675
23,4.8,Drinks ,motorcycle ,28,9.348552276392024
37,4.9,Drinks ,motorcycle ,46,16.36837625827374
23,4.9,Meal ,motorcycle ,30,1.5297435117857177
27,4.7,Meal ,motorcycle ,13,20.4429297624716
33,4.6,Meal ,motorcycle ,21,12.464329297707241
33,4.0,Meal ,electric_scooter ,40,10.428102698774989
39,4.1,Snack ,motorcycle ,31,3.0182264840849005
32,4.8,Meal ,motorcycle ,29,6.120938502843037
23,4.6,Snack ,motorcycle ,32,4.464734974627905
31,4.0,Drinks ,electric_scooter ,33,9.314419797097061
29,4.0,Buffet ,scooter ,33,10.564596934473503
35,4.7,Meal ,scooter ,25,13.990536543891194
31,4.8,Drinks ,scooter ,19,4.528246577773344
34,4.7,Meal ,scooter ,27,4.656990844501379
25,5.0,Buffet ,motorcycle ,25,7.646414102841871
30,4.5,Buffet ,motorcycle ,28,10.757204708018396
23,4.8,Snack ,motorcycle ,17,17.29786575292793
29,4.6,Buffet ,scooter ,31,2.9797634985371078
27,4.6,Drinks ,motorcycle ,19,13.216215992541326
31,4.9,Drinks ,electric_scooter ,15,2.9302578002453665
25,5.0,Snack ,motorcycle ,26,7.762092914308061
24,5.0,Drinks ,scooter ,21,4.717601091891188
23,4.6,Drinks ,motorcycle ,24,9.122105539321025
22,4.7,Snack ,scooter ,16,17.29786575292793
37,4.9,Buffet ,scooter ,29,2.937568589311879
25,4.6,Snack ,scooter ,11,3.0586973140306823
34,4.9,Meal ,scooter ,16,17.073624953983504
37,4.7,Meal ,motorcycle ,35,9.05600430654796
26,5.0,Buffet ,scooter ,14,13.40709269306037
26,4.7,Snack ,motorcycle ,14,3.0186622926020816
31,4.1,Drinks ,electric_scooter ,40,12.237791614953776
29,4.9,Snack ,motorcycle ,10,4.561113588295808
37,4.6,Meal ,electric_scooter ,38,13.58346027224392
29,4.6,Meal ,scooter ,24,4.560964949984014
33,4.7,Snack ,motorcycle ,28,12.293569688582906
25,4.8,Drinks ,motorcycle ,16,3.0407893984614995
38,4.3,Meal ,motorcycle ,36,9.192686207021262
23,4.6,Buffet ,scooter ,16,11.007734763484695
34,4.2,Meal ,scooter ,31,16.383856071713193
23,4.5,Snack ,motorcycle ,27,16.63489070927381
28,4.9,Drinks ,motorcycle ,15,16.853618729835706
28,4.8,Buffet ,motorcycle ,20,4.469154959060732
24,4.8,Meal ,motorcycle ,18,14.152800689540413
38,4.6,Buffet ,motorcycle ,30,4.663187802392024
29,4.6,Buffet ,motorcycle ,26,9.32660324001515
32,4.4,Drinks ,scooter ,35,9.314884732620712
30,4.6,Drinks ,motorcycle ,27,2233.2444860410706
39,5.0,Drinks ,motorcycle ,26,13.392793466447937
22,4.5,Meal ,motorcycle ,17,3.0736775876616416
21,5.0,Meal ,motorcycle ,21,13.429469386258296
39,4.7,Meal ,motorcycle ,27,1.536833443796438
24,4.9,Buffet ,electric_scooter ,24,4.469154959060732
25,4.9,Snack ,scooter ,27,12.1168861864509
32,4.9,Snack ,scooter ,30,20.206260324349174
27,4.9,Snack ,motorcycle ,12,4.610027010743977
35,5.0,Drinks ,electric_scooter ,16,6.175636260875708
30,4.6,Drinks ,scooter ,30,7.790489305321376
22,5.0,Meal ,scooter ,16,13.681590427289763
38,4.4,Meal ,scooter ,47,17.07661742735352
33,4.2,Buffet ,scooter ,33,10.90641269707692
35,4.8,Meal ,scooter ,17,12.233151216085389
33,4.6,Drinks ,motorcycle ,28,9.326827803267657
38,4.4,Meal ,scooter ,49,17.074806111821303
30,4.9,Buffet ,scooter ,30,4.469620874191723
20,4.9,Snack ,scooter ,12,7.762394297195297
21,4.8,Drinks ,scooter ,15,6.119692285691357
29,4.6,Drinks ,motorcycle ,17,9.191516815400874
20,5.0,Buffet ,motorcycle ,44,17.16552279514109
31,4.6,Snack ,electric_scooter ,27,9.193093962937311
27,4.7,Meal ,motorcycle ,23,7.790172210699377
24,4.9,Buffet ,scooter ,26,6.208803958793639
29,4.0,Meal ,motorcycle ,25,7.726661980499384
26,4.2,Buffet ,motorcycle ,53,6.050406061154578
27,4.6,Buffet ,scooter ,25,12.580267821997444
31,4.9,Drinks ,electric_scooter ,30,7.76254747441534
30,4.7,Meal ,motorcycle ,25,9.313347514584011
22,4.7,Drinks ,motorcycle ,18,13.682048188096049
39,3.5,Buffet ,motorcycle ,34,16.601197594913785
30,4.9,Buffet ,electric_scooter ,18,7.6009839537905
20,5.0,Meal ,motorcycle ,32,13.971759900449767
31,4.8,Meal ,motorcycle ,19,4.717601091891188
25,4.5,Snack ,motorcycle ,21,7.790489305321376
39,4.7,Drinks ,motorcycle ,23,4.717601091891188
39,4.7,Buffet ,scooter ,19,1.5093844893289976
